date,end_of_day,highest,lowest
2016-08-12,31515,31539,31157
2016-08-11,31438,31438,31295
2016-08-10,31328,31527,31238
2016-08-09,31246,31262,31068
2016-08-08,31174,31228,31033
2016-08-07,31050,31050,31050
2016-08-06,31050,31050,31050
2016-08-05,31140,31670,31140
2016-08-04,31660,31675,31472
2016-08-03,31650,31900,31650
2016-08-02,31800,31800,31480
2016-08-01,31450,31549,31410
2016-09-30,31075,31220,31070
2016-09-29,31021,31147,30955
2016-09-28,30940,31014,30932
2016-09-27,31034,31328,31021
2016-09-26,31323,31333,31230
2016-09-25,31281,31281,31281
2016-09-24,31281,31281,31281
2016-09-23,31334,31334,31219
2016-09-22,31231,31286,31205
2016-09-21,31172,31211,30895
2016-09-20,30920,30981,30903
2016-09-19,30889,30971,30813
2016-09-18,30813,30813,30813
2016-09-17,30813,30813,30813
2016-09-16,30901,30916,30810
2016-09-15,30965,31078,30840
2016-09-14,31049,31081,31034
2016-09-13,31154,31154,31019
2016-09-12,31080,31217,31080
2016-09-11,31217,31217,31217
2016-09-10,31217,31217,31217
2016-09-09,31257,31264,31147
2016-09-08,31295,31360,31275
2016-09-07,31296,31435,31255
2016-09-06,31143,31143,30945
2016-09-05,30920,30920,30920
2016-09-04,30920,30920,30920
2016-09-03,30920,30920,30920
2016-09-02,30840,30961,30726
2016-09-01,30839,30839,30635
2016-10-31,30057,30057,30057
2016-10-30,30057,30082,30052
2016-10-29,30082,30082,30082
2016-10-28,29932,29954,29808
2016-10-27,29913,29946,29834
2016-10-26,29893,29979,29876
2016-10-25,29859,29859,29763
2016-10-24,29779,29946,29742
2016-10-23,29946,29946,29946
2016-10-22,29946,29946,29946
2016-10-21,29924,29948,29835
2016-10-20,29928,30010,29901
2016-10-19,29912,29971,29765
2016-10-18,29747,29800,29705
2016-10-17,29679,29700,29630
2016-10-16,29656,29656,29656
2016-10-15,29656,29656,29656
2016-10-14,29590,29718,29550
2016-10-13,29780,29846,29651
2016-10-12,29645,29723,29632
2016-10-11,29678,29715,29657
2016-10-10,29684,29791,29578
2016-10-09,29578,29578,29578
2016-10-08,29578,29578,29578
2016-10-07,29650,29787,29575
2016-10-06,29608,29933,29608
2016-10-05,29900,30025,29860
2016-10-04,30180,30713,30180
2016-10-03,30680,30815,30680
2016-10-02,30742,30742,30742
2016-10-01,30742,30742,30742
2016-11-30,28488,28762,28488
2016-11-29,28762,28762,28607
2016-11-28,28682,28841,28598
2016-11-27,28598,28598,28598
2016-11-26,28598,28598,28598
2016-11-25,28585,28746,28400
2016-11-24,28721,28829,28662
2016-11-23,28865,29198,28865
2016-11-22,29170,29209,29135
2016-11-21,29074,29097,28937
2016-11-20,28937,28937,28937
2016-11-19,28937,28937,28937
2016-11-18,28941,29131,28845
2016-11-17,29294,29384,29284
2016-11-16,29376,29430,29320
2016-11-15,29328,29607,29240
2016-11-14,29350,29456,29350
2016-11-13,29396,29396,29396
2016-11-12,29396,29396,29396
2016-11-11,29680,29922,29680
2016-11-10,29945,30140,29877
2016-11-09,30147,31079,29880
2016-11-08,30024,30149,30010
2016-11-07,30167,30557,30167
2016-11-06,30557,30557,30557
2016-11-05,30557,30557,30557
2016-11-04,30562,30610,30377
2016-11-03,30448,30666,30249
2016-11-02,30531,30535,30285
2016-11-01,30235,30254,29950
2016-12-31,27445,27445,27445
2016-12-30,27574,27627,27527
2016-12-29,27345,27437,27300
2016-12-28,27263,27323,27170
2016-12-27,27227,27310,27037
2016-12-26,26966,26994,26935
2016-12-25,26994,26994,26994
2016-12-24,26994,26994,26994
2016-12-23,26996,26996,26931
2016-12-22,27030,27030,26888
2016-12-21,27082,27186,27082
2016-12-20,27059,27260,27050
2016-12-19,27191,27245,27164
2016-12-18,27164,27164,27164
2016-12-17,27164,27164,27164
2016-12-16,27061,27126,27019
2016-12-15,27030,27587,27002
2016-12-14,27636,27670,27535
2016-12-13,27545,27666,27525
2016-12-12,27513,27576,27421
2016-12-11,27576,27576,27576
2016-12-10,27576,27576,27576
2016-12-09,27675,27777,27654
2016-12-08,27798,27911,27782
2016-12-07,28000,28000,27824
2016-12-06,27922,28266,27914
2016-12-05,28116,28500,28116
2016-12-04,28427,28427,28427
2016-12-03,28427,28427,28427
2016-12-02,28412,28412,27920
2016-12-01,28002,28385,28002
2017-01-31,28825,28825,28524
2017-01-30,28431,28431,28343
2017-01-29,28353,28353,28353
2017-01-28,28353,28353,28353
2017-01-27,28199,28385,28124
2017-01-26,28385,28385,28385
2017-01-25,28430,28725,28430
2017-01-24,28769,28803,28721
2017-01-23,28756,28800,28625
2017-01-22,28625,28625,28625
2017-01-21,28625,28625,28625
2017-01-20,28585,28683,28528
2017-01-19,28490,28791,28490
2017-01-18,28795,28795,28692
2017-01-17,28731,28769,28529
2017-01-16,28545,28590,28380
2017-01-15,28380,28380,28380
2017-01-14,28380,28380,28380
2017-01-13,28280,28395,28280
2017-01-12,28473,28490,28300
2017-01-11,28165,28275,28144
2017-01-10,28179,28179,28028
2017-01-09,27928,27969,27854
2017-01-08,27887,27887,27887
2017-01-07,27887,27887,27887
2017-01-06,27907,27948,27845
2017-01-05,27881,27895,27682
2017-01-04,27749,27789,27689
2017-01-03,27625,27625,27464
2017-01-02,27543,27555,27445
2017-01-01,27445,27445,27445
2017-02-28,29595,29710,29515
2017-02-27,29646,29646,29550
2017-02-26,29623,29623,29623
2017-02-25,29623,29623,29623
2017-02-24,29548,29630,29451
2017-02-23,29412,29412,29208
2017-02-22,29295,29328,29215
2017-02-21,29188,29303,29099
2017-02-20,29255,29360,29196
2017-02-19,29360,29360,29360
2017-02-18,29360,29360,29360
2017-02-17,29420,29425,29316
2017-02-16,29340,29340,29143
2017-02-15,28995,29035,28924
2017-02-14,29115,29160,29021
2017-02-13,29020,29173,29020
2017-02-12,29173,29173,29173
2017-02-11,29173,29173,29173
2017-02-10,29030,29089,28938
2017-02-09,29224,29370,29224
2017-02-08,29394,29394,29245
2017-02-07,29265,29314,29193
2017-02-06,29078,29103,28909
2017-02-05,28909,28909,28909
2017-02-04,28909,28964,28909
2017-02-03,28900,29099,28860
2017-02-02,29224,29224,28870
2017-02-01,28823,28965,28823
2017-03-31,28505,28542,28451
2017-03-30,28636,28703,28601
2017-03-29,28651,28848,28651
2017-03-28,28876,28888,28765
2017-03-27,28837,28919,28793
2017-03-26,28793,28793,28793
2017-03-25,28793,28793,28793
2017-03-24,28796,28810,28719
2017-03-23,28860,28923,28809
2017-03-22,28876,28920,28811
2017-03-21,28645,28647,28392
2017-03-20,28540,28585,28498
2017-03-19,28509,28509,28509
2017-03-18,28509,28509,28509
2017-03-17,28483,28520,28411
2017-03-16,28451,28505,27985
2017-03-15,27960,28076,27936
2017-03-14,28123,28251,28080
2017-03-13,28245,28366,28238
2017-03-12,28366,28366,28366
2017-03-11,28366,28366,28366
2017-03-10,28337,28446,28263
2017-03-09,28524,28629,28471
2017-03-08,28636,28765,28610
2017-03-07,28795,28945,28795
2017-03-06,29077,29160,29020
2017-03-05,29020,29020,29020
2017-03-04,29020,29020,29020
2017-03-03,29036,29193,29036
2017-03-02,29287,29428,29261
2017-03-01,29345,29566,29290
2017-04-30,28873,28873,28873
2017-04-29,28873,28873,28873
2017-04-28,28861,28880,28769
2017-04-27,28811,28811,28719
2017-04-26,28726,28814,28665
2017-04-25,28907,29131,28882
2017-04-24,29084,29418,29010
2017-04-23,29418,29418,29418
2017-04-22,29418,29418,29418
2017-04-21,29378,29378,29233
2017-04-20,29309,29309,29225
2017-04-19,29280,29514,29240
2017-04-18,29409,29430,29266
2017-04-17,29455,29460,29380
2017-04-16,29409,29409,29409
2017-04-15,29409,29409,29409
2017-04-14,29409,29409,29409
2017-04-13,29325,29397,29229
2017-04-12,29262,29266,29191
2017-04-11,29086,29086,28739
2017-04-10,28690,28740,28638
2017-04-09,28684,28684,28684
2017-04-08,28684,28684,28684
2017-04-07,28889,28935,28721
2017-04-06,28748,28946,28677
2017-04-05,28677,28890,28650
2017-04-04,28892,28915,28677
2017-04-03,28694,28694,28460
2017-04-02,28463,28463,28463
2017-04-01,28463,28463,28463
2017-05-31,28714,28741,28667
2017-05-30,28785,28963,28774
2017-05-29,28891,28891,28866
2017-05-28,28888,28888,28888
2017-05-27,28888,28888,28888
2017-05-26,28851,28860,28661
2017-05-25,28640,28753,28640
2017-05-24,28693,28811,28650
2017-05-23,28901,28918,28781
2017-05-22,28737,28737,28590
2017-05-21,28635,28635,28635
2017-05-20,28635,28635,28635
2017-05-19,28612,28744,28592
2017-05-18,28754,28986,28616
2017-05-17,28575,28575,28094
2017-05-16,28123,28123,27992
2017-05-15,28083,28110,28005
2017-05-14,28005,28005,28005
2017-05-13,28005,28005,28005
2017-05-12,28066,28092,28004
2017-05-11,28058,28058,27956
2017-05-10,28050,28125,27971
2017-05-09,28001,28160,28001
2017-05-08,28104,28214,28072
2017-05-07,28072,28072,28072
2017-05-06,28072,28072,28072
2017-05-05,28100,28235,28071
2017-05-04,28087,28472,28060
2017-05-03,28490,28583,28421
2017-05-02,28570,28653,28569
2017-05-01,28825,28880,28800
2017-06-30,28465,28608,28444
2017-06-29,28509,28606,28456
2017-06-28,28604,28701,28553
2017-06-27,28562,28628,28475
2017-06-26,28473,28734,28389
2017-06-25,28734,28734,28734
2017-06-24,28734,28734,28734
2017-06-23,28743,28792,28629
2017-06-22,28684,28730,28577
2017-06-21,28542,28628,28477
2017-06-20,28527,28589,28512
2017-06-19,28585,28690,28575
2017-06-18,28690,28690,28690
2017-06-17,28690,28690,28690
2017-06-16,28736,28777,28722
2017-06-15,28792,29030,28729
2017-06-14,29032,29042,28884
2017-06-13,28896,28993,28844
2017-06-12,28991,29030,28940
2017-06-11,29019,29019,29019
2017-06-10,29019,29019,29019
2017-06-09,28947,29131,28927
2017-06-08,29098,29440,29080
2017-06-07,29517,29567,29410
2017-06-06,29533,29545,29024
2017-06-05,28990,29080,28871
2017-06-04,28871,28871,28871
2017-06-03,28871,28871,28871
2017-06-02,28882,28897,28600
2017-06-01,28622,28843,28622
2017-07-31,28590,28590,28501
2017-07-30,28580,28580,28580
2017-07-29,28580,28580,28580
2017-07-28,28528,28528,28415
2017-07-27,28420,28576,28384
2017-07-26,28358,28478,28313
2017-07-25,28461,28565,28405
2017-07-24,28551,28592,28510
2017-07-23,28541,28541,28541
2017-07-22,28541,28541,28541
2017-07-21,28479,28479,28304
2017-07-20,28301,28301,28142
2017-07-19,28223,28253,28122
2017-07-18,28244,28244,28120
2017-07-17,28098,28142,27996
2017-07-16,27996,27996,27996
2017-07-15,27996,27996,27996
2017-07-14,27976,28049,27776
2017-07-13,27855,27922,27840
2017-07-12,27930,27972,27822
2017-07-11,27693,27794,27690
2017-07-10,27715,27784,27620
2017-07-09,27784,27784,27784
2017-07-08,27784,27784,27784
2017-07-07,27862,28116,27862
2017-07-06,28114,28167,28103
2017-07-05,28089,28168,28021
2017-07-04,28125,28173,28086
2017-07-03,28148,28439,28148
2017-07-02,28439,28439,28439
2017-07-01,28439,28439,28439
2017-08-31,29705,29710,29422
2017-08-30,29552,29662,29485
2017-08-29,29783,29893,29783
2017-08-28,29255,29255,29167
2017-08-27,29167,29167,29167
2017-08-26,29167,29167,29167
2017-08-25,29111,29180,28965
2017-08-24,29072,29168,29062
2017-08-23,29150,29184,29074
2017-08-22,29095,29283,29095
2017-08-21,29239,29267,29082
2017-08-20,29163,29163,29163
2017-08-19,29163,29163,29163
2017-08-18,29331,29390,29151
2017-08-17,29103,29215,28952
2017-08-16,28900,29080,28825
2017-08-15,29080,29080,29080
2017-08-14,29083,29203,29052
2017-08-13,29203,29203,29203
2017-08-12,29203,29203,29203
2017-08-11,29166,29255,29150
2017-08-10,29190,29197,28844
2017-08-09,28771,28851,28379
2017-08-08,28334,28503,28334
2017-08-07,28448,28448,28375
2017-08-06,28406,28406,28406
2017-08-05,28406,28573,28406
2017-08-04,28435,28660,28435
2017-08-03,28472,28491,28300
2017-08-02,28470,28505,28400
2017-08-01,28480,28557,28400
2017-09-30,29557,29557,29557
2017-09-29,29605,29642,29552
2017-09-28,29565,29666,29546
2017-09-27,29763,29895,29710
2017-09-26,29920,30164,29920
2017-09-25,29786,29786,29521
2017-09-24,29585,29585,29585
2017-09-23,29585,29585,29585
2017-09-22,29625,29735,29564
2017-09-21,29514,29774,29458
2017-09-20,29777,29777,29621
2017-09-19,29669,29669,29547
2017-09-18,29625,29856,29625
2017-09-17,29856,29856,29856
2017-09-16,29856,29856,29856
2017-09-15,29872,30038,29858
2017-09-14,29921,29936,29813
2017-09-13,29875,30053,29875
2017-09-12,29896,29936,29837
2017-09-11,30012,30268,29980
2017-09-10,30268,30268,30268
2017-09-09,30268,30268,30268
2017-09-08,30258,30428,30258
2017-09-07,30256,30267,30066
2017-09-06,30195,30260,30189
2017-09-05,30141,30203,30034
2017-09-04,30112,30231,29823
2017-09-03,29823,29823,29823
2017-09-02,29823,29823,29823
2017-09-01,29783,29829,29720
2017-10-31,29180,29384,29180
2017-10-30,29299,29320,29237
2017-10-29,29318,29318,29318
2017-10-28,29318,29318,29318
2017-10-27,29286,29289,29217
2017-10-26,29320,29460,29318
2017-10-25,29346,29541,29330
2017-10-24,29497,29568,29475
2017-10-23,29414,29554,29389
2017-10-22,29554,29554,29554
2017-10-21,29554,29554,29554
2017-10-20,29613,29679,29571
2017-10-19,29679,29679,29568
2017-10-18,29571,29660,29535
2017-10-17,29635,29915,29635
2017-10-16,29915,29945,29851
2017-10-15,29851,29851,29851
2017-10-14,29851,29851,29851
2017-10-13,29794,29845,29743
2017-10-12,29797,29890,29707
2017-10-11,29766,29825,29763
2017-10-10,29848,29848,29732
2017-10-09,29726,29738,29573
2017-10-08,29573,29573,29573
2017-10-07,29573,29573,29573
2017-10-06,29550,29550,29330
2017-10-05,29351,29426,29290
2017-10-04,29310,29439,29310
2017-10-03,29390,29557,29354
2017-10-02,29557,29557,29557
2017-10-01,29557,29557,29557
2017-11-30,29183,29257,29145
2017-11-29,29253,29433,29253
2017-11-28,29406,29497,29406
2017-11-27,29452,29505,29380
2017-11-26,29380,29380,29380
2017-11-25,29380,29380,29380
2017-11-24,29440,29517,29413
2017-11-23,29452,29530,29424
2017-11-22,29454,29454,29303
2017-11-21,29396,29434,29280
2017-11-20,29615,29720,29605
2017-11-19,29690,29690,29690
2017-11-18,29690,29690,29690
2017-11-17,29478,29514,29398
2017-11-16,29518,29525,29452
2017-11-15,29645,29687,29598
2017-11-14,29482,29611,29450
2017-11-13,29572,29591,29491
2017-11-12,29491,29491,29491
2017-11-11,29491,29491,29491
2017-11-10,29660,29677,29544
2017-11-09,29587,29600,29489
2017-11-08,29530,29530,29432
2017-11-07,29400,29463,29344
2017-11-06,29170,29180,29088
2017-11-05,29088,29088,29088
2017-11-04,29088,29088,29088
2017-11-03,29147,29252,29147
2017-11-02,29283,29339,29205
2017-11-01,29242,29309,29109
2017-12-31,29165,29165,29165
2017-12-30,29165,29165,29165
2017-12-29,29055,29090,28970
2017-12-28,29029,29077,28955
2017-12-27,28896,28919,28800
2017-12-26,28795,28795,28655
2017-12-25,28655,28655,28655
2017-12-24,28655,28655,28655
2017-12-23,28655,28655,28655
2017-12-22,28575,28575,28470
2017-12-21,28451,28537,28442
2017-12-20,28448,28509,28422
2017-12-19,28429,28490,28416
2017-12-18,28440,28440,28254
2017-12-17,28254,28254,28254
2017-12-16,28254,28254,28254
2017-12-15,28311,28388,28221
2017-12-14,28250,28411,28195
2017-12-13,28159,28188,28102
2017-12-12,28173,28347,28150
2017-12-11,28400,28533,28400
2017-12-10,28533,28533,28533
2017-12-09,28533,28533,28533
2017-12-08,28573,28667,28503
2017-12-07,28760,28967,28727
2017-12-06,28983,29026,28887
2017-12-05,29109,29109,29027
2017-12-04,29025,29209,29000
2017-12-03,29209,29209,29209
2017-12-02,29209,29209,29209
2017-12-01,29076,29110,29012
2018-01-31,30089,30160,29991
2018-01-30,30163,30163,29962
2018-01-29,30055,30361,30052
2018-01-28,30361,30361,30361
2018-01-27,30361,30361,30361
2018-01-26,30361,30361,30361
2018-01-25,30207,30454,30207
2018-01-24,30209,30209,29911
2018-01-23,29824,29903,29809
2018-01-22,29838,29847,29759
2018-01-21,29773,29773,29773
2018-01-20,29773,29773,29773
2018-01-19,29745,29760,29620
2018-01-18,29640,29774,29563
2018-01-17,29761,29840,29746
2018-01-16,29761,29838,29761
2018-01-15,29725,29745,29570
2018-01-14,29570,29570,29570
2018-01-13,29570,29570,29570
2018-01-12,29438,29561,29374
2018-01-11,29380,29380,29303
2018-01-10,29322,29405,29133
2018-01-09,29174,29283,29174
2018-01-08,29252,29274,29182
2018-01-07,29216,29216,29216
2018-01-06,29216,29216,29216
2018-01-05,29175,29263,29175
2018-01-04,29170,29215,29070
2018-01-03,29235,29259,29151
2018-01-02,29184,29218,29123
2018-01-01,29123,29165,29107
2018-02-28,30356,30438,30293
2018-02-27,30472,30601,30472
2018-02-26,30560,30635,30509
2018-02-25,30509,30509,30509
2018-02-24,30509,30509,30509
2018-02-23,30454,30573,30429
2018-02-22,30480,30480,30406
2018-02-21,30506,30532,30415
2018-02-20,30724,30765,30580
2018-02-19,30760,30801,30725
2018-02-18,30801,30801,30801
2018-02-17,30801,30801,30801
2018-02-16,30783,30828,30579
2018-02-15,30580,30675,30568
2018-02-14,30329,30329,30218
2018-02-13,30182,30220,30152
2018-02-12,30118,30137,30009
2018-02-11,30009,30009,30009
2018-02-10,30009,30009,30009
2018-02-09,29940,30107,29940
2018-02-08,29950,29995,29820
2018-02-07,30100,30243,30062
2018-02-06,30314,30580,30262
2018-02-05,30265,30367,30249
2018-02-04,30367,30367,30367
2018-02-03,30367,30367,30367
2018-02-02,30343,30690,30343
2018-02-01,30451,30451,30071
2018-03-31,30408,30408,30408
2018-03-30,30408,30408,30408
2018-03-29,30415,30525,30415
2018-03-28,30521,30736,30508
2018-03-27,30705,30902,30696
2018-03-26,30927,30927,30779
2018-03-25,30907,30907,30907
2018-03-24,30907,30907,30907
2018-03-23,30890,30890,30493
2018-03-22,30488,30591,30449
2018-03-21,30449,30490,30261
2018-03-20,30260,30418,30200
2018-03-19,30431,30431,30103
2018-03-18,30224,30224,30224
2018-03-17,30224,30224,30224
2018-03-16,30234,30341,30165
2018-03-15,30320,30467,30268
2018-03-14,30407,30529,30365
2018-03-13,30376,30377,30270
2018-03-12,30321,30424,30272
2018-03-11,30401,30401,30401
2018-03-10,30401,30401,30401
2018-03-09,30403,30434,30315
2018-03-08,30444,30521,30410
2018-03-07,30459,30629,30416
2018-03-06,30585,30673,30352
2018-03-05,30361,30535,30361
2018-03-04,30448,30448,30448
2018-03-03,30448,30448,30448
2018-03-02,30503,30506,30165
2018-03-01,30193,30365,30154
2018-04-30,31044,31211,30927
2018-04-29,31211,31211,31211
2018-04-28,31211,31211,31211
2018-04-27,31209,31252,31137
2018-04-26,31248,31406,31211
2018-04-25,31392,31417,31345
2018-04-24,31390,31390,31226
2018-04-23,31282,31432,31227
2018-04-22,31432,31432,31432
2018-04-21,31432,31432,31432
2018-04-20,31443,31598,31407
2018-04-19,31597,31597,31451
2018-04-18,31535,31565,31330
2018-04-17,31385,31385,31190
2018-04-16,31303,31343,31118
2018-04-15,31118,31118,31118
2018-04-14,31118,31118,31118
2018-04-13,31113,31162,30949
2018-04-12,31012,31355,30990
2018-04-11,31348,31524,30900
2018-04-10,30855,30925,30685
2018-04-09,30758,30764,30650
2018-04-08,30694,30694,30694
2018-04-07,30694,30694,30694
2018-04-06,30700,30730,30476
2018-04-05,30350,30722,30350
2018-04-04,30717,30970,30634
2018-04-03,30636,30931,30582
2018-04-02,30963,30963,30408
2018-04-01,30408,30408,30408
2018-05-31,30870,31110,30803
2018-05-30,31036,31188,30945
2018-05-29,31184,31265,30963
2018-05-28,30965,31189,30908
2018-05-27,31189,31189,31189
2018-05-26,31189,31189,31189
2018-05-25,31179,31474,31179
2018-05-24,31480,31480,31183
2018-05-23,31189,31365,31106
2018-05-22,31106,31145,31008
2018-05-21,31116,31116,30920
2018-05-20,31091,31091,31091
2018-05-19,31091,31091,31091
2018-05-18,31083,31085,30978
2018-05-17,30975,30997,30855
2018-05-16,30999,31175,30948
2018-05-15,31170,31504,31170
2018-05-14,31493,31565,31403
2018-05-13,31518,31518,31518
2018-05-12,31518,31518,31518
2018-05-11,31526,31559,31365
2018-05-10,31356,31473,31248
2018-05-09,31298,31335,31177
2018-05-08,31227,31258,31088
2018-05-07,31256,31280,31114
2018-05-06,31114,31114,31114
2018-05-05,31114,31114,31114
2018-05-04,31115,31115,30991
2018-05-03,31053,31099,30910
2018-05-02,30925,31000,30912
2018-05-01,30912,31036,30880
2018-06-30,30432,30432,30432
2018-06-29,30434,30508,30387
2018-06-28,30486,30695,30486
2018-06-27,30686,30690,30535
2018-06-26,30552,30657,30462
2018-06-25,30645,30728,30610
2018-06-24,30610,30610,30610
2018-06-23,30610,30610,30610
2018-06-22,30623,30648,30573
2018-06-21,30618,30781,30541
2018-06-20,30765,30891,30765
2018-06-19,30881,31087,30881
2018-06-18,30986,31010,30946
2018-06-17,31010,31010,31010
2018-06-16,31010,31010,31010
2018-06-15,31011,31405,30968
2018-06-14,31390,31403,31143
2018-06-13,31144,31173,31120
2018-06-12,31160,31216,31100
2018-06-11,31220,31249,31094
2018-06-10,31215,31215,31215
2018-06-09,31215,31215,31215
2018-06-08,31217,31312,31110
2018-06-07,31191,31191,30861
2018-06-06,30848,31046,30637
2018-06-05,30680,30685,30600
2018-06-04,30600,30704,30546
2018-06-03,30546,30546,30546
2018-06-02,30546,30546,30546
2018-06-01,30545,30831,30521
2018-07-31,29710,29766,29618
2018-07-30,29736,29777,29720
2018-07-29,29767,29767,29767
2018-07-28,29767,29767,29767
2018-07-27,29783,29812,29675
2018-07-26,29775,29919,29775
2018-07-25,29918,29960,29809
2018-07-24,29843,29919,29746
2018-07-23,29863,29945,29842
2018-07-22,29895,29895,29895
2018-07-21,29895,29895,29895
2018-07-20,29904,29927,29757
2018-07-19,29883,29883,29675
2018-07-18,29755,29755,29654
2018-07-17,29739,30098,29713
2018-07-16,30092,30221,30080
2018-07-15,30105,30105,30105
2018-07-14,30105,30105,30105
2018-07-13,30102,30178,30046
2018-07-12,30150,30298,30144
2018-07-11,30299,30528,30299
2018-07-10,30530,30645,30409
2018-07-09,30619,30772,30560
2018-07-08,30560,30560,30560
2018-07-07,30560,30560,30560
2018-07-06,30561,30661,30561
2018-07-05,30641,30694,30553
2018-07-04,30623,30640,30493
2018-07-03,30497,30562,30265
2018-07-02,30293,30495,30292
2018-07-01,30432,30432,30432
2018-08-31,30314,30361,30227
2018-08-30,30229,30230,30101
2018-08-29,30103,30147,30101
2018-08-28,30067,30067,30067
2018-08-27,30045,30045,30045
2018-08-26,29889,29889,29889
2018-08-25,29889,29889,29889
2018-08-24,29800,29800,29800
2018-08-23,29640,29640,29640
2018-08-22,29701,29701,29701
2018-08-21,29583,29583,29583
2018-08-20,29460,29460,29460
2018-08-19,29353,29353,29353
2018-08-18,29353,29353,29353
2018-08-17,29402,29402,29402
2018-08-16,29420,29420,29420
2018-08-15,29730,29730,29730
2018-08-14,29802,29802,29802
2018-08-13,29815,29815,29815
2018-08-12,29788,29788,29788
2018-08-11,29788,29788,29788
2018-08-10,29780,29780,29780
2018-08-09,29486,29486,29486
2018-08-08,29486,29486,29486
2018-08-07,29486,29486,29486
2018-08-06,29486,29486,29486
2018-08-05,29481,29481,29481
2018-08-04,29481,29481,29481
2018-08-03,29481,29487,29400
2018-08-02,29451,29565,29451
2018-08-01,29460,29686,29410
2018-09-30,30510,30510,30510
2018-09-29,30510,30510,30510
2018-09-28,30495,30495,30243
2018-09-27,30331,30647,30318
2018-09-26,30600,30816,30594
2018-09-25,30831,30857,30747
2018-09-24,30839,30847,30572
2018-09-23,30571,30571,30571
2018-09-22,30571,30571,30571
2018-09-21,30583,30851,30519
2018-09-20,30598,30916,30592
2018-09-19,30915,30917,30821
2018-09-18,30864,30867,30675
2018-09-17,30764,30764,30432
2018-09-16,30431,30431,30431
2018-09-15,30431,30610,30431
2018-09-14,30611,30614,30500
2018-09-13,30503,30661,30471
2018-09-12,30473,30755,30471
2018-09-11,30718,30719,30558
2018-09-10,30662,30665,30511
2018-09-09,30510,30510,30510
2018-09-08,30510,30510,30417
2018-09-07,30421,30666,30418
2018-09-06,30664,30666,30334
2018-09-05,30336,30385,30249
2018-09-04,30251,30274,30165
2018-09-03,30239,30239,30093
2018-09-02,30143,30143,30143
2018-09-01,30143,30311,30143
2018-10-22,31825,31914,31811
2018-10-21,31910,31910,31910
2018-10-20,31910,31910,31910
2018-10-19,31912,32084,31902
2018-10-18,32089,32089,31857
2018-10-17,31868,31990,31811
2018-10-16,31871,32152,31871
2018-10-15,32065,32278,32065
2018-10-14,31842,31842,31842
2018-10-13,31842,31842,31842
2018-10-12,31816,32000,31773
2018-10-11,31997,31997,31395
2018-10-10,31381,31381,31272
2018-10-09,31267,31380,31235
2018-10-08,31218,31649,31218
2018-10-07,31645,31645,31645
2018-10-06,31645,31645,31050
2018-10-05,31052,31154,30996
2018-10-04,30999,31154,30996
2018-10-03,30996,31036,30586
2018-10-02,30586,30589,30586
2018-10-01,30574,30601,30382
2018-11-30,30158,30158,30158
2018-11-29,30276,30276,30276
2018-11-28,30273,30273,30273
2018-12-31,31398,31644,31368
2018-12-30,31640,31640,31640
2018-12-29,31640,31640,31629
2018-12-28,31742,31742,31742
2018-12-27,63248,31624,31624
2018-12-25,31465,31465,31465
2018-12-24,31355,31355,31355
2018-12-23,31190,31190,31190
2018-12-22,31190,31190,31190
2018-12-21,31254,31254,31254
2018-12-20,31205,31205,31205
2018-12-19,31158,31158,31158
2018-12-18,31263,31263,31263
2018-12-17,31468,31468,31468
2018-12-16,31535,31535,31535
2018-12-15,31535,31535,31535
2018-12-14,31537,31537,31537
2018-12-13,31570,31570,31570
2018-12-12,31779,31779,31779
2018-12-11,31960,31960,31960
2018-12-10,32045,32045,32045
2018-12-09,31560,31560,31560
2018-12-08,31560,31560,31560
2018-12-07,31335,31335,31335
2018-12-06,31179,31179,31179
2018-12-05,31029,31029,31029
2018-12-04,30827,30827,30827
2018-12-03,30844,30844,30844
2018-12-02,30260,30260,30260
2018-12-01,30260,30260,30260
2019-01-31,33051,33210,32903
2019-01-30,32886,32969,32854
2019-01-29,32858,32887,32558
2019-01-28,32544,32583,32355
2019-01-27,32354,32354,32354
2019-01-26,32354,32354,32348
2019-01-25,32328,32363,32024
2019-01-24,32017,32142,32004
2019-01-23,32154,32207,32072
2019-01-22,32125,32185,32009
2019-01-21,32045,32180,31999
2019-01-20,32096,32096,32096
2019-01-19,32096,32096,32096
2019-01-18,32080,32311,32071
2019-01-17,32254,32372,32226
2019-01-16,32278,32287,32122
2019-01-15,32166,32246,32128
2019-01-14,32130,32200,31918
2019-01-13,31917,31917,31917
2019-01-12,31917,31918,31917
2019-01-11,31943,32066,31900
2019-01-10,31882,32115,31882
2019-01-09,31959,31959,31679
2019-01-08,31728,31728,31609
2019-01-07,31653,31716,31464
2019-01-06,31463,31463,31463
2019-01-05,31463,31474,31463
2019-01-04,31466,31815,31466
2019-01-03,31786,31933,31601
2019-01-02,31625,31693,31414
2019-01-01,31414,31430,31368
2019-02-28,32991,33379,32991
2019-02-27,33285,33564,33285
2019-02-26,33376,33552,33321
2019-02-25,33321,33517,33313
2019-02-24,33495,33495,33495
2019-02-23,33495,33499,33495
2019-02-22,33516,33528,33347
2019-02-21,33485,33857,33485
2019-02-20,33875,34002,33864
2019-02-19,33878,33878,33596
2019-02-18,33602,33609,33397
2019-02-17,33396,33396,33396
2019-02-16,33396,33398,33396
2019-02-15,33367,33383,33074
2019-02-14,33075,33083,32899
2019-02-13,33023,33107,32841
